posNr;kurztext;einheit;menge;ep;gp;source;riskLevel;calculationStatus;reasons;warning
017;Bestandspläne;Psch;1.0;30260.0;30260.0;rule-engine+no-x84-family-guard+no-x84-family-guard;medium;warning;STATUS_warning | NO_X84_GUARD | WARNING;Nur Regel-Engine-Fallback verwendet · Erhöhtes Kalkulationsrisiko · Bestandsanschluss technisch prüfen · Kontextabhängige Position: Dokumentation/Vermessung/Bestandspläne/As-Built hängt stark von Projektumfang, Bauzeit, Vermessungsterminen, GNSS-/Tachymeteraufnahmen, CAD-Nachbearbeitung, Datenformaten, Übergabeunterlagen, Auftraggeberabstimmung und digitaler Nachweisführung ab. Historische Preise nur als Orientierung verwenden. · RLC No-X84 Autonomous Family Guard aktiv: Bestandspläne Psch plaus
243;"Sandüberdeckung PE DN50; DA 90 mind.20cm stark f.Rohre DN 150";lfm;2600.0;11.3;29380.0;rule-engine+no-x84-family-guard+no-x84-family-guard;medium;warning;STATUS_warning | NO_X84_GUARD | WARNING;"Nur Regel-Engine-Fallback verwendet · Kontextabhängige Position: Preis muss aus Projektparametern urkalkuliert werden. Datenbankpreis nur als historischer Vergleich. · RLC No-X84 Autonomous Family Guard aktiv: Sandüberdeckung PE DN50/DN75 lfm V15 plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig. · RLC Autonomous Guard V13: Kleine HDPE/PE-Rohre nicht als 0,25-EUR-Nebenleistung, sondern als Rohrlieferung/Verlegung pro Meter plausibilisiert. · RLC Marktindex V15: P"
255;"Sandüberdeckung PE DN50; DA 63 mind.20cm stark f.Rohre DN 150";lfm;2500.0;11.3;28250.0;rule-engine+no-x84-family-guard+no-x84-family-guard;medium;warning;STATUS_warning | NO_X84_GUARD | WARNING;"Nur Regel-Engine-Fallback verwendet · Kontextabhängige Position: Preis muss aus Projektparametern urkalkuliert werden. Datenbankpreis nur als historischer Vergleich. · RLC No-X84 Autonomous Family Guard aktiv: Sandüberdeckung PE DN50/DN75 lfm V15 plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig. · RLC Autonomous Guard V13: Kleine HDPE/PE-Rohre nicht als 0,25-EUR-Nebenleistung, sondern als Rohrlieferung/Verlegung pro Meter plausibilisiert. · RLC Marktindex V15: P"
264;"Sandüberdeckung PE DN75; DA 90 mind.20cm stark f.Rohre DN 150";lfm;2500.0;11.3;28250.0;rule-engine+no-x84-family-guard+no-x84-family-guard;medium;warning;STATUS_warning | NO_X84_GUARD | WARNING;"Nur Regel-Engine-Fallback verwendet · Kontextabhängige Position: Preis muss aus Projektparametern urkalkuliert werden. Datenbankpreis nur als historischer Vergleich. · RLC No-X84 Autonomous Family Guard aktiv: Sandüberdeckung PE DN50/DN75 lfm V15 plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig. · RLC Autonomous Guard V13: Kleine HDPE/PE-Rohre nicht als 0,25-EUR-Nebenleistung, sondern als Rohrlieferung/Verlegung pro Meter plausibilisiert. · RLC Marktindex V15: P"
350;Rohrumhüllung Sand HDPE DA 50;lfm;13000.0;1.88;24440.0;rule-engine+no-x84-family-guard+no-x84-family-guard;medium;warning;STATUS_warning | NO_X84_GUARD | WARNING;"Nur Regel-Engine-Fallback verwendet · Kontextabhängige Position: Preis muss aus Projektparametern urkalkuliert werden. Datenbankpreis nur als historischer Vergleich. · RLC No-X84 Autonomous Family Guard aktiv: Rohrumhüllung Sand HDPE DA50 lfm V14 plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig. · RLC Calibration Guard V8: Rohrumhüllung Sand HDPE DA50 auf realistischen Meteransatz kalibriert. · RLC Marktindex V15: Preisbasis 2024 auf aktuelle Kalkulation marktbe"
376;Rohrumhüllung Sand HDPE DA 50;lfm;13000.0;1.88;24440.0;rule-engine+no-x84-family-guard+no-x84-family-guard;medium;warning;STATUS_warning | NO_X84_GUARD | WARNING;"Nur Regel-Engine-Fallback verwendet · Kontextabhängige Position: Preis muss aus Projektparametern urkalkuliert werden. Datenbankpreis nur als historischer Vergleich. · RLC No-X84 Autonomous Family Guard aktiv: Rohrumhüllung Sand HDPE DA50 lfm V14 plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig. · RLC Calibration Guard V8: Rohrumhüllung Sand HDPE DA50 auf realistischen Meteransatz kalibriert. · RLC Marktindex V15: Preisbasis 2024 auf aktuelle Kalkulation marktbe"
400;Rohrumhüllung Sand HDPE DA 50;lfm;13000.0;1.88;24440.0;rule-engine+no-x84-family-guard+no-x84-family-guard;medium;warning;STATUS_warning | NO_X84_GUARD | WARNING;"Nur Regel-Engine-Fallback verwendet · Kontextabhängige Position: Preis muss aus Projektparametern urkalkuliert werden. Datenbankpreis nur als historischer Vergleich. · RLC No-X84 Autonomous Family Guard aktiv: Rohrumhüllung Sand HDPE DA50 lfm V14 plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig. · RLC Calibration Guard V8: Rohrumhüllung Sand HDPE DA50 auf realistischen Meteransatz kalibriert. · RLC Marktindex V15: Preisbasis 2024 auf aktuelle Kalkulation marktbe"
241;Zuschlag Fabrikat Simona;Stk;1.0;22600.0;22600.0;recipe+no-x84-family-guard+no-x84-family-guard;medium;warning;STATUS_warning | NO_X84_GUARD | WARNING;"Universeller RLC-Preisresolver verwendet. Kein spezifisches Rezept gefunden; Firmenpreise und Baustellenbedingungen prüfen. · RLC No-X84 Autonomous Family Guard aktiv: Zuschlag Fabrikat Simona St plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig. · RLC No-X84 Autonomous Family Guard aktiv: Zuschlag Fabrikat Simona St plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig."
026;Erschwernis Zufahrt zur Baustelle;Psch;1.0;22400.0;22400.0;rule-engine+no-x84-family-guard+no-x84-family-guard;medium;warning;STATUS_warning | NO_X84_GUARD | WARNING;"Nur Regel-Engine-Fallback verwendet · Verkehrssicherung/RSA prüfen · Kontextabhängige Position: Preis hängt stark von Bauzeit, Verkehrsführung, Platzverhältnissen, Auflagen und Bauablauf ab. Historische Preise nur als Orientierung verwenden. · RLC No-X84 Autonomous Family Guard aktiv: Erschwernis Zufahrt zur Baustelle Psch plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig. · RLC No-X84 Autonomous Family Guard aktiv: Erschwernis Zufahrt zur Baustelle Psch plausibi"
441;Kabelschutzrohr;lfm;6500.0;3.35;21775.0;recipe+no-x84-family-guard+no-x84-family-guard;medium;warning;STATUS_warning | NO_X84_GUARD | WARNING;"Universeller RLC-Preisresolver verwendet. Kein spezifisches Rezept gefunden; Firmenpreise und Baustellenbedingungen prüfen. · RLC No-X84 Autonomous Family Guard aktiv: Kabelschutzrohr lfm V13 plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig. · RLC Autonomous Guard V11: Kabel-/Leerrohr als Meterleistung kalibriert. · RLC Marktindex V15: Preisbasis 2024 auf aktuelle Kalkulation marktbedingt fortgeschrieben. · Alter EP 3.35 wurde auf 5.27 €/lfm kalibriert. · Kein X"
263;"Sohlbettung PE DN75; DA 90";lfm;2500.0;8.47;21175.0;rule-engine+no-x84-family-guard+no-x84-family-guard;medium;warning;STATUS_warning | NO_X84_GUARD | WARNING;"Nur Regel-Engine-Fallback verwendet · Kontextabhängige Position: Preis muss aus Projektparametern urkalkuliert werden. Datenbankpreis nur als historischer Vergleich. · RLC No-X84 Autonomous Family Guard aktiv: Sohlbettung PE DN75 lfm V17 plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig. · RLC Autonomous Guard V13: Kleine HDPE/PE-Rohre nicht als 0,25-EUR-Nebenleistung, sondern als Rohrlieferung/Verlegung pro Meter plausibilisiert. · RLC Marktindex V15: Preisbasis"
150;Pumpschacht Doppelpumpstation;Stck;1.0;21060.0;21060.0;rule-engine;high;needs_review;HIGH_RISK | STATUS_needs_review | WARNING;Nur Regel-Engine-Fallback verwendet · Kontextabhängige Position: Spezialtiefbau/schwierige Bauverfahren hängt stark von Bauverfahren, Baugrund, Verbau, Wasserhaltung, Spezialgeräten, Vortrieb, Pressung, Platzverhältnissen, Risiken, Dokumentation und Rückbau ab. Historische Preise nur als Orientierung verwenden. · RLC No-X84 Outlier-Guard: Position ohne X84/Angebotsbasis darf nicht automatisch als sicher bewertet werden. · Menge 1 Stck, EP 1302.32, GP 1302.32. · RLC Autonomous Guard V13: Pump-/Dr
151;Zulage Schachtzulauf DN 160;Stck;1.0;21060.0;21060.0;rule-engine;high;needs_review;HIGH_RISK | STATUS_needs_review | WARNING;Nur Regel-Engine-Fallback verwendet · Erhöhtes Kalkulationsrisiko · Bestandsanschluss technisch prüfen · Kontextabhängige Position: Spezialtiefbau/schwierige Bauverfahren hängt stark von Bauverfahren, Baugrund, Verbau, Wasserhaltung, Spezialgeräten, Vortrieb, Pressung, Platzverhältnissen, Risiken, Dokumentation und Rückbau ab. Historische Preise nur als Orientierung verwenden. · RLC Autonomous Guard V13: Pump-/Druckerhöhungsschacht als technische Großkomponente prüfpflichtig plausibilisiert. · R
316;Betonfertigteilschacht Druckerhöhung PW 1;Stck;1.0;21060.0;21060.0;rule-engine;high;needs_review;HIGH_RISK | STATUS_needs_review | WARNING;Nur Regel-Engine-Fallback verwendet · Kontextabhängige Position: Wasserhaltung/Grundwasser/Pumpen/Baugrubenentwässerung hängt stark von Dauer, Grundwasserandrang, Pumpentechnik, Filterbrunnen, Ableitung, Einleitgenehmigung, Wartung, Notstrom, Ausfallsicherung und Rückbau ab. Historische Preise nur als Orientierung verwenden. · Plausibilitätsgrenze aktiv: KI-EP 654.94 EUR liegt unter Mindestansatz 750 EUR. · RLC No-X84 Outlier-Guard: Position ohne X84/Angebotsbasis darf nicht automatisch als sich
318;Betonfertigteilschacht Druckerhöhung PW 2;Stck;1.0;21060.0;21060.0;rule-engine;high;needs_review;HIGH_RISK | STATUS_needs_review | WARNING;Nur Regel-Engine-Fallback verwendet · Kontextabhängige Position: Wasserhaltung/Grundwasser/Pumpen/Baugrubenentwässerung hängt stark von Dauer, Grundwasserandrang, Pumpentechnik, Filterbrunnen, Ableitung, Einleitgenehmigung, Wartung, Notstrom, Ausfallsicherung und Rückbau ab. Historische Preise nur als Orientierung verwenden. · Plausibilitätsgrenze aktiv: KI-EP 654.94 EUR liegt unter Mindestansatz 750 EUR. · RLC No-X84 Outlier-Guard: Position ohne X84/Angebotsbasis darf nicht automatisch als sich
433;Schutzmatte;lfm;1000.0;20.8;20800.0;recipe+no-x84-family-guard+no-x84-family-guard;medium;warning;STATUS_warning | NO_X84_GUARD | WARNING;"Universeller RLC-Preisresolver verwendet. Kein spezifisches Rezept gefunden; Firmenpreise und Baustellenbedingungen prüfen. · RLC No-X84 Autonomous Family Guard aktiv: Schutzmatte lfm V16 plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig. · RLC Autonomous Guard V11: Schutzmatte/Rohrschutz vorrangig als Meterleistung kalibriert. · RLC Marktindex V15: Preisbasis 2024 auf aktuelle Kalkulation marktbedingt fortgeschrieben. · Alter EP 20.8 wurde auf 25.74 €/lfm kalibr"
050;Rohrgrabenaushub Bd-Kl. 3 - 5 - ab 2,5 bis 3,5 m;m3;400.0;49.7;19880.0;technical-parser+no-x84-family-guard+no-x84-family-guard;medium;warning;STATUS_warning | NO_X84_GUARD | WARNING;"Technische RLC-Komponentenkalkulation verwendet. Firmenpreise und Baustellenbedingungen prüfen. · RLC No-X84 Autonomous Family Guard aktiv: Rohrgrabenaushub Bd-Kl. 3-5 m³ V15 plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig. · RLC Autonomous Guard V16: Rohrgrabenaushub Bodenklasse 3-5 als Hauptleistung technisch auf Basiswert 30,00 EUR/m³ gesetzt, Marktindex folgt separat. · RLC Marktindex V15: Preisbasis 2024 auf aktuelle Kalkulation marktbedingt fortgeschriebe"
242;"Sohlbettung PE DN50; DA 90";lfm;2600.0;7.5;19500.0;rule-engine+no-x84-family-guard+no-x84-family-guard;medium;warning;STATUS_warning | NO_X84_GUARD | WARNING;"Nur Regel-Engine-Fallback verwendet · Kontextabhängige Position: Preis muss aus Projektparametern urkalkuliert werden. Datenbankpreis nur als historischer Vergleich. · RLC No-X84 Autonomous Family Guard aktiv: Sohlbettung PE m plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig. · RLC Autonomous Guard V13: Kleine HDPE/PE-Rohre nicht als 0,25-EUR-Nebenleistung, sondern als Rohrlieferung/Verlegung pro Meter plausibilisiert. · RLC Marktindex V15: Preisbasis 2024 auf a"
352;Kabelschutzrohr;lfm;6500.0;2.9;18850.0;recipe+no-x84-family-guard+no-x84-family-guard;medium;warning;STATUS_warning | NO_X84_GUARD | WARNING;"Universeller RLC-Preisresolver verwendet. Kein spezifisches Rezept gefunden; Firmenpreise und Baustellenbedingungen prüfen. · RLC No-X84 Autonomous Family Guard aktiv: Kabelschutzrohr lfm V13 plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig. · RLC Autonomous Guard V11: Kabel-/Leerrohr als Meterleistung kalibriert. · RLC Marktindex V15: Preisbasis 2024 auf aktuelle Kalkulation marktbedingt fortgeschrieben. · Alter EP 2.9 wurde auf 5.27 €/lfm kalibriert. · Kein X8"
402;Kabelschutzrohr;lfm;6500.0;2.9;18850.0;recipe+no-x84-family-guard+no-x84-family-guard;medium;warning;STATUS_warning | NO_X84_GUARD | WARNING;"Universeller RLC-Preisresolver verwendet. Kein spezifisches Rezept gefunden; Firmenpreise und Baustellenbedingungen prüfen. · RLC No-X84 Autonomous Family Guard aktiv: Kabelschutzrohr lfm V13 plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig. · RLC Autonomous Guard V11: Kabel-/Leerrohr als Meterleistung kalibriert. · RLC Marktindex V15: Preisbasis 2024 auf aktuelle Kalkulation marktbedingt fortgeschrieben. · Alter EP 2.9 wurde auf 5.27 €/lfm kalibriert. · Kein X8"
254;"Sohlbettung PE DN50; DA 63";lfm;2500.0;7.5;18750.0;rule-engine+no-x84-family-guard+no-x84-family-guard;medium;warning;STATUS_warning | NO_X84_GUARD | WARNING;"Nur Regel-Engine-Fallback verwendet · Kontextabhängige Position: Preis muss aus Projektparametern urkalkuliert werden. Datenbankpreis nur als historischer Vergleich. · RLC No-X84 Autonomous Family Guard aktiv: Sohlbettung PE m plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig. · RLC Autonomous Guard V13: Kleine HDPE/PE-Rohre nicht als 0,25-EUR-Nebenleistung, sondern als Rohrlieferung/Verlegung pro Meter plausibilisiert. · RLC Marktindex V15: Preisbasis 2024 auf a"
233;Zuschlag zur Pilotbohrung S2 u. S4;m;30.0;610.0;18300.0;rule-engine+no-x84-family-guard+no-x84-family-guard;medium;warning;STATUS_warning | NO_X84_GUARD | WARNING;"Nur Regel-Engine-Fallback verwendet · Erhöhtes Kalkulationsrisiko · Bodenklasse muss geprüft werden · Kontextabhängige Position: Preis hängt stark von Bauzeit, Verkehrsführung, Platzverhältnissen, Auflagen und Bauablauf ab. Historische Preise nur als Orientierung verwenden. · RLC No-X84 Autonomous Family Guard aktiv: Zuschlag zur Pilotbohrung m plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig. · RLC No-X84 Autonomous Family Guard aktiv: Zuschlag zur Pilotbohrung"
234;Zuschlag zur Pilotbohrung Klasse FD 4;m;30.0;610.0;18300.0;rule-engine+no-x84-family-guard+no-x84-family-guard;medium;warning;STATUS_warning | NO_X84_GUARD | WARNING;"Nur Regel-Engine-Fallback verwendet · Erhöhtes Kalkulationsrisiko · Bodenklasse muss geprüft werden · Kontextabhängige Position: Preis hängt stark von Bauzeit, Verkehrsführung, Platzverhältnissen, Auflagen und Bauablauf ab. Historische Preise nur als Orientierung verwenden. · RLC No-X84 Autonomous Family Guard aktiv: Zuschlag zur Pilotbohrung m plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig. · RLC No-X84 Autonomous Family Guard aktiv: Zuschlag zur Pilotbohrung"
136;GGG-Rohre DN 150;m;200.0;89.8;17960.0;technical-parser+no-x84-family-guard+no-x84-family-guard;medium;warning;STATUS_warning | NO_X84_GUARD | WARNING;"Technische RLC-Komponentenkalkulation verwendet. Firmenpreise und Baustellenbedingungen prüfen. · RLC Technical Parser priorisiert vor Cache, Rule-Engine und OpenAI. · RLC No-X84 Autonomous Family Guard aktiv: GGG-Rohre DN150 m V17 plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig. · RLC No-X84 Autonomous Family Guard aktiv: GGG-Rohre DN150 m V17 plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig."
165;Zuschlag;Stck;1.0;17608.64;17608.64;database;low;ok;WARNING;Firmen-Datenbank Exact/Strong Match verwendet. X84 wurde nicht als Kalkulationsgrundlage benutzt.
214;PP-Rohr DN 160;m;120.0;145.0;17400.0;rlc-family-fallback-kanal-dn150-recalculated;high;needs_review;HIGH_RISK | STATUS_needs_review | FALLBACK | WARNING;"Nur Regel-Engine-Fallback verwendet · Kontextabhängige Position: Preis muss aus Projektparametern urkalkuliert werden. Datenbankpreis nur als historischer Vergleich. · RLC No-X84 Autonomous Family Guard aktiv: PP-Rohr DN 160 m plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig. · RLC Family-Fallback-Recalculate: Kanalrohr DN150 verlegen inkl. Bettung: technischer Fallback 145 €/m prüfpflichtig gesetzt. Alter EP 29 €/Einheit wurde nicht als sicher übernommen."
430;Schutzmatte;lfm;550.0;31.5;17325.0;recipe+no-x84-family-guard+no-x84-family-guard;medium;warning;STATUS_warning | NO_X84_GUARD | WARNING;"Universeller RLC-Preisresolver verwendet. Kein spezifisches Rezept gefunden; Firmenpreise und Baustellenbedingungen prüfen. · RLC No-X84 Autonomous Family Guard aktiv: Schutzmatte lfm groß V16 plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig. · RLC Autonomous Guard V11: Schutzmatte/Rohrschutz vorrangig als Meterleistung kalibriert. · RLC Marktindex V15: Preisbasis 2024 auf aktuelle Kalkulation marktbedingt fortgeschrieben. · Alter EP 31.5 wurde auf 25.74 €/lfm k"
117;Drainageleitungen;m;1500.0;11.0;16500.0;rule-engine+no-x84-family-guard;medium;warning;STATUS_warning | NO_X84_GUARD | WARNING;"Nur Regel-Engine-Fallback verwendet · Kontextabhängige Position: Wasserhaltung/Grundwasser/Pumpen/Baugrubenentwässerung hängt stark von Dauer, Grundwasserandrang, Pumpentechnik, Filterbrunnen, Ableitung, Einleitgenehmigung, Wartung, Notstrom, Ausfallsicherung und Rückbau ab. Historische Preise nur als Orientierung verwenden. · RLC No-X84 Autonomous Family Guard aktiv: Drainageleitung m plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig."
101;Böschungssteine;m2;50.0;325.0;16250.0;rule-engine+no-x84-family-guard+no-x84-family-guard;medium;warning;STATUS_warning | NO_X84_GUARD | WARNING;"Nur Regel-Engine-Fallback verwendet · Kontextabhängige Position: Preis muss aus Projektparametern urkalkuliert werden. Datenbankpreis nur als historischer Vergleich. · RLC No-X84 Autonomous Family Guard aktiv: Böschungssteine m² plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig. · RLC No-X84 Autonomous Family Guard aktiv: Böschungssteine m² plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig."
253;HDPE - Rohre DA 63. PN 16;m;2500.0;6.5;16250.0;rule-engine+no-x84-family-guard+no-x84-family-guard;medium;warning;STATUS_warning | NO_X84_GUARD | WARNING;"Nur Regel-Engine-Fallback verwendet · Kontextabhängige Position: Preis muss aus Projektparametern urkalkuliert werden. Datenbankpreis nur als historischer Vergleich. · RLC No-X84 Autonomous Family Guard aktiv: HDPE Rohr DA 63 m plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig. · RLC No-X84 Unit-Normalisierung: technischer St-/Pauschalansatz wurde nicht als EP der LV-Einheit übernommen. · Druckprobe/Speedpipe wurde als Meterleistung normalisiert; St-/Pauschalansa"
